timestamp,nomeProjeto,projectId,email,acao_solicitada,acao_planejada,situacao_usuario,status,http_status
2026-06-23T11:44:14,Acesso 13° Ano - km 736+555 - BR365/MG,83d6cb36-d44d-4f2e-b40c-c25f36fe3b0c,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 13° Ano - km 736+735 - BR365/MG,f44d925d-1f98-4c6b-bd47-3fd996b20f62,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 13° Ano - km 745+420 - BR365/MG,49a090d3-bcdb-49fe-a806-f78f635c1aa8,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 167+140 - BR364/GO,d3194951-2ca2-4d87-801c-71a28593e067,t_***@ecovias.com.br,incluir,atualizar_participante,participante,sem_alteracao,
2026-06-23T11:44:14,Acesso 5° Ano - km 626+050 - BR365/MG,fb4620e6-3175-4d5c-8f3f-2cc75616efc1,t_***@ecovias.com.br,incluir,atualizar_participante,participante,sem_alteracao,
2026-06-23T11:44:14,Acesso 5° Ano - km 630+312 - BR365/MG,f97055fa-d039-4657-9981-2053f78dd22a,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 637+000 - BR365/MG,9c05643c-96a7-4a2d-a393-7a8ab02116c8,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 642+340 - BR365/MG,05905580-d68e-491e-aa54-b7e88e95d509,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 642+726 - BR365/MG,08c399be-1af9-4e0e-bf49-0bc6922d534c,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 648+345 - BR365/MG,4b2d6840-a43e-4ee6-944b-99e798d105e3,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 655+320 - BR365/MG,0d27bdb4-97fc-4279-b221-e4da3911acb3,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 668+288 - BR365/MG,513a53b5-8ef2-4f05-ac2b-237fb9f36f63,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 694+848 - BR365/MG,069aecc5-06ac-4978-9951-dcbe5d563741,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 697+300 - BR365/MG,b6876b6a-c8ad-4c34-bb49-6a88bb1f3a98,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 759+400 - BR365/MG,f61745fa-3979-41a2-809a-632408ae61e1,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,Acesso 5° Ano - km 772+640 - BR365/MG,2df1b143-cdab-4d51-afa4-f0fa2dbc596b,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,"Duplicação TH 13 e 14 - km 735,6 + 753,2 - BR-365/MG",cc6580d9-ed38-4955-a2a0-8def3d82555c,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
2026-06-23T11:44:14,"Faixas adicionais TH 05 - km 64,700 + 113,200 - BR364/GO",4e67c35b-3ec8-4cbf-aaad-cb4cb918f106,t_***@ecovias.com.br,incluir,atualizar_participante,participante,atualizado,200
